id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2384,"Hyde Park - Walk to UChicago, 10 min to McCormick",2613,Rebecca,Hyde Park,41.7879,-87.5878,Private room,60,2,178,12/15/19,2.56,1,353
4505,394 Great Reviews. 127 y/o House. 40 yds to train.,5775,Craig & Kathleen,South Lawndale,41.85495,-87.69696,Entire home/apt,105,2,395,7/14/20,2.81,1,155
7126,Tiny Studio Apartment 94 Walk Score,17928,Sarah,West Town,41.90289,-87.68182,Entire home/apt,60,2,384,3/8/20,2.81,1,321
9811,Barbara's Hideaway - Old Town,33004,At Home Inn,Lincoln Park,41.91769,-87.63788,Entire home/apt,65,4,49,10/23/19,0.63,9,300
10610,3 Comforts of Cooperative Living,2140,Lois,Hyde Park,41.79612,-87.59261,Private room,21,1,44,2/14/20,0.61,5,168
10945,The Biddle House (#1),33004,At Home Inn,Lincoln Park,41.91183,-87.64,Entire home/apt,115,4,19,8/6/20,0.24,9,325
12068,Chicago GOLD COAST 1 Bedroom Condo,40731,Dominic,Near North Side,41.90452,-87.6332,Entire home/apt,99,5,9,1/14/19,0.13,1,316
12140,Lincoln Park Guest House,46734,Sharon And Robert,Lincoln Park,41.92335,-87.64951,Private room,289,2,4,10/17/18,0.06,1,179
22362,*** Luxury in Chicago! 2BR/ 2Ba / Parking / BBQ **,85811,Craig,West Town,41.89617,-87.66041,Entire home/apt,99,91,9,10/12/14,0.11,2,365
24833,Private Apt 1 Block to Fullerton L Red Line - Deck,101521,Red,Lincoln Park,41.92679,-87.65521,Entire home/apt,112,32,37,7/29/18,0.29,4,180
25879,Top 2/1  Block to Fullerton L Red Line Deck & Yard,101521,Red,Lincoln Park,41.92693,-87.65753,Entire home/apt,75,32,47,5/11/20,0.38,4,62
28749,"Sanitized, Huge, Quirky Bucktown Loft + Parking",27506,Laurie,Logan Square,41.92083,-87.6801,Entire home/apt,94,2,60,9/7/20,0.5,1,332
37738,Andersonville - Perfect location!,162364,Mat And Randy,Uptown,41.97385,-87.66539,Private room,77,3,250,3/15/20,2.02,2,223
44020,2 Bed MCM 1 Block to Fullerton Red line L & Garage,101521,Red,Lincoln Park,41.92673,-87.65731,Entire home/apt,95,32,52,9/1/19,0.47,4,206
71930,"Rest, Relax and Explore",334241,Michael And Veronica,West Town,41.89615,-87.67934,Private room,65,3,70,7/9/20,0.62,2,178
79101,5★Cubs/Riviera/AragonTRAIN2Bdrms/Ba,272671,Two For The Road,Uptown,41.96792,-87.65757,Private room,157,2,151,7/5/20,1.3,5,363
84042,The Explorer Room,334241,Michael And Veronica,West Town,41.89615,-87.67934,Private room,50,3,78,8/20/20,0.68,2,314
110705,Fab Value!/ Spa /Deck/ARAGON/RIVIERA/TRAIN/CUBS/,272671,Two For The Road,Uptown,41.9693,-87.65621,Private room,99,2,149,7/19/20,1.31,5,363
126280,"Near Lake, Wrigley and Weiss Hospital",626517,Gail,Uptown,41.96852,-87.65225,Private room,35,3,162,3/8/20,1.44,1,138
145659,Trendy Roscoe Village 3BR/2BR walk to shops,683529,Joe,North Center,41.94342,-87.68121,Entire home/apt,197,2,31,9/7/20,0.52,20,361
145690,4BR/2BR Walk to North Ave Beach & Zoo~Close to El,683529,Joe,Lincoln Park,41.91289,-87.63864,Entire home/apt,279,2,52,9/5/20,0.81,20,355
165952,"Two Bedroom, One Bathroom Apartment",791089,Conrad,Lake View,41.94274,-87.67321,Entire home/apt,198,3,60,10/21/19,0.54,4,364
166667,Cozy Garden Studio,791089,Conrad,North Center,41.94274,-87.67378,Entire home/apt,125,3,88,10/19/19,0.79,4,365
166706,"Three Bedroom, Two Bathroom Combo Apartment",791089,Conrad,Lake View,41.94221,-87.67327,Entire home/apt,280,3,22,6/3/19,0.2,4,365
175511,1BR/1BA Suite in Chicago (3709-G1),837429,Petru,Irving Park,41.96012,-87.72158,Entire home/apt,79,28,33,12/16/19,0.3,2,346
184764,Room w/private bath -kid friendly,886362,Julie,Portage Park,41.94325,-87.75403,Private room,85,3,162,11/28/19,1.46,1,324
189821,"Best in Chicago, private, amazing garden space",899757,Meighan,Logan Square,41.92918,-87.70219,Entire home/apt,201,3,506,9/12/20,4.61,1,134
198135,Darling Damen Dwelling (with bike if you like),85708,Sarah,North Center,41.95935,-87.67963,Private room,30,3,173,8/29/20,1.61,1,89
207218,Historic Pullman Artist Flat - Artists & Explorers,1019125,Jb,Pullman,41.6883,-87.60892,Entire home/apt,90,1,269,4/11/20,2.44,2,289
207351,Pullman Art Studio - One Person - Monthly Rental,1019125,Jb,Pullman,41.68909,-87.6088,Entire home/apt,39,30,39,11/10/17,0.36,2,107
225314,Cozy & comfy with AC close to California Blue Line,1173654,Jillian,Logan Square,41.92543,-87.69593,Private room,79,2,20,10/14/19,0.2,1,358
233933,BROWN ROOM - WALK TO TRAIN TO O'HARE/DOWNTOWN,1224828,Tippi,Irving Park,41.95602,-87.72781,Private room,55,7,153,2/16/20,1.4,2,179
248791,Quiet Bedroom/ARAGON/Train,272671,Two For The Road,Uptown,41.96797,-87.65791,Private room,93,2,97,2/19/20,0.9,5,363
250354,Close to Michigan Ave and parks,1311953,Ronald,Near South Side,41.86051,-87.62399,Entire home/apt,170,180,39,4/25/18,0.36,1,358
258253,Studio Apartment Unit 4,1358243,June,West Ridge,42.00692,-87.68438,Entire home/apt,48,32,20,4/1/20,0.19,1,344
261509,You'll love Chicago! Guaranteed!,858008,Kassie,Near North Side,41.90314,-87.63494,Entire home/apt,119,32,62,11/20/18,0.6,1,364
264547,Steps From the Best Chicago Offers,1387948,Dominic,Near West Side,41.88467,-87.64487,Entire home/apt,204,10,65,8/11/19,0.64,1,362
267646,Logan Square Classic Bungalow,1313038,Mark,Logan Square,41.92716,-87.70471,Private room,103,2,139,10/20/19,1.3,1,264
275496,Downtown 3BR/2BA Loft & Amazing River View,1142145,Jim,Near West Side,41.88623,-87.6404,Entire home/apt,156,360,10,11/8/14,0.13,1,364
289689,"30 Day+ Med student, interns & interim stays.",1376077,Killian,Edgewater,41.97794,-87.65764,Private room,26,30,61,3/20/20,0.57,1,332
289884,"Sunny Home w/ Private Bathroom, Parking, Laundry",1500490,Hailey,Logan Square,41.92063,-87.68353,Private room,145,1,84,10/28/19,0.84,2,365
298321,nice room with king size bed,1537881,Marko,Woodlawn,41.78216,-87.59027,Private room,47,2,46,9/28/19,0.45,1,365
313227,WHOLE PRIVATE FLOOR near Train,259284,Cheryl,Albany Park,41.96331,-87.70916,Entire home/apt,85,3,47,7/17/17,0.45,1,268
345075,"Spacious, Vintage Hyde Park Apt.",1746524,Patricia,Kenwood,41.8077,-87.59436,Private room,85,2,232,10/29/19,2.24,1,355
350347,"Luxury Chicago Loft, 1 blk to train w/ 2 pkg spots",845242,Jay & Elisa,Lake View,41.93986,-87.65473,Entire home/apt,128,3,499,9/6/20,4.79,1,313
372929,Lux Urban 3BR/3BA Duplex + Parking!,1876597,The Adventurers,West Town,41.89862,-87.65597,Entire home/apt,178,2,215,8/8/20,2.25,2,360
404792,Eclectic West Town 2BR w/ Vintage Charm,1844352,Christine,West Town,41.88913,-87.66763,Entire home/apt,105,5,189,8/8/20,1.89,1,2
446474,Vintage Ukrainian Village Apt!,2217180,Yuri,West Town,41.90095,-87.68181,Entire home/apt,175,3,4,8/15/15,0.04,1,365
450648,Luxury Space - Come & Relax,2204693,Dl,Near South Side,41.86614,-87.62275,Private room,119,3,38,6/21/18,0.37,1,263
464581,"Large, Private Logan Square Studio",2308792,Jonathan,Logan Square,41.92451,-87.69385,Entire home/apt,60,2,629,9/17/20,6.39,1,127
496809,"Spacious Room with plush King Bed, Rogers Park",2453507,Estelle,Rogers Park,42.00435,-87.67501,Private room,86,3,36,8/28/18,0.45,3,364
507517,Private Lincoln Square Garden Apt,2501182,Nate,Lincoln Square,41.96714,-87.69611,Entire home/apt,98,3,287,9/8/20,2.87,1,174
537419,Groovy on the Lake  private bd/bth,919011,Jacqueline,Lake View,41.94286,-87.63919,Private room,130,1,28,10/20/15,0.28,2,365
542067,Logan Square Modern Vintage Garden,2273840,Sarah,Logan Square,41.93142,-87.69989,Entire home/apt,132,3,260,12/29/19,2.59,1,263
544261,Chicago Lakefront Sailing Yacht,2189245,Daniel,Near South Side,41.85467,-87.61417,Entire home/apt,495,2,28,7/16/15,0.28,1,365
548905,Home Away From Home,2698691,Leo,Grand Boulevard,41.82293,-87.61559,Entire home/apt,89,2,227,2/9/20,2.32,1,355
573540,Drop-dead fab on the Lake  2bd/2bth,919011,Jacqueline,Lake View,41.94284,-87.63919,Entire home/apt,490,1,35,9/21/15,0.35,2,365
585353,Great neighborhood! Price Drop *,2885441,Tracy,West Town,41.88961,-87.66268,Private room,57,1,127,1/20/20,1.27,6,263
585356,"Price Drop! Great Deal, Great area!",2885441,Tracy,West Town,41.89003,-87.66241,Private room,78,1,143,3/8/20,1.45,6,349
589939,"Recent Price Drop, awesome area!",2885441,Tracy,West Town,41.89054,-87.66261,Shared room,69,1,66,2/17/20,0.66,6,364
628149,Great for Students! Affordability+Location,2885441,Tracy,West Town,41.89056,-87.66086,Private room,63,1,97,9/1/20,0.99,6,323
634310,The Stained Glass Apt. Edgewater #1,2915265,Felice,Edgewater,41.99667,-87.66213,Private room,66,2,82,7/31/20,0.84,2,305
640841,Designer Lakeview Haven. Private Rooftop Oasis!,3200044,James,Lake View,41.94242,-87.67134,Entire home/apt,180,4,53,8/31/20,1.91,1,119
651742,Edgebrook Lg bdr by golf course,2824576,Jeff,Forest Glen,41.99244,-87.75569,Private room,60,3,66,10/15/19,0.71,2,363
662034,Edgebrook bdr by golf course,2824576,Jeff,Forest Glen,41.99201,-87.75719,Private room,50,3,66,2/15/20,0.77,2,364
681842,Bedrm/Bath - Swanky Northside Condo.,3472696,Roxane,West Ridge,41.99348,-87.68121,Private room,50,3,26,10/16/19,0.29,1,358
724895,Close to Chicago music Fest! (Students discount),2885441,Tracy,West Town,41.88999,-87.66096,Private room,39,1,131,7/2/20,1.36,6,263
727847,Palmer Treehouse - Bedroom 2,62150,K.Anne,Logan Square,41.92255,-87.70293,Private room,70,2,73,10/22/19,0.76,3,365
731232,Logan Square-Chicago Prime Location-Longer Stays,3804977,Paul And Nancy,Logan Square,41.92669,-87.699,Entire home/apt,165,2,134,3/3/20,1.39,1,327
739495,Lovely 2 bedroom in Lincoln Square,3867687,Janet,Lincoln Square,41.97847,-87.68087,Entire home/apt,75,28,186,3/12/20,2.13,1,244
753809,LUXURY LOOP w/Balcony GYM & SPA by Millennium Park,3965428,Rob,Loop,41.88624,-87.61566,Entire home/apt,130,31,13,8/15/15,0.14,73,365
755701,3 Bedroom Victorian Beauty at Logan Square,3920450,Vas,Logan Square,41.92997,-87.72061,Entire home/apt,72,25,19,4/3/19,0.21,3,205
764856,Stunning Downtown Artist Loft (West Loop),2619611,Andrew,Near West Side,41.88676,-87.64935,Entire home/apt,150,2,240,8/30/20,2.51,2,128
789429,Guest bedroom with private bath,1185573,Graz Anton,Uptown,41.96193,-87.66238,Private room,99,365,0,,,3,365
790016,Italian style in elegant apartment,1185573,Graz Anton,Uptown,41.96046,-87.66346,Entire home/apt,299,365,16,8/18/13,0.17,3,365
802613,"Your Own Home, 2-Bath with Laundry and Parking!",1500490,Hailey,Logan Square,41.92285,-87.68323,Entire home/apt,204,1,57,11/2/19,0.61,2,364
824518,"Cozy, Beautiful & Vintage Drenched",2655877,Bret,West Town,41.90213,-87.67598,Entire home/apt,95,28,87,4/3/19,0.94,1,82
834943,Lincoln Square 2 Bedroom Condo - Welles Park View,4367266,Christopher,Lincoln Square,41.96238,-87.68378,Entire home/apt,105,2,59,8/18/20,1.87,1,266
841024,Lux 2bd 2bt Lakeview-Wrigleyville,1254363,Mark,Lake View,41.9443,-87.64661,Entire home/apt,239,32,15,3/19/17,0.17,2,365
887038,Vintage Lincoln Park 2 Bed 1 Block to Fullerton L,101521,Red,Lincoln Park,41.9263,-87.65567,Entire home/apt,55,32,36,5/26/17,0.4,4,365
903996,Private Entrance/Steam Room Ensuite,4019426,Colleen,Logan Square,41.92649,-87.7138,Private room,110,2,145,3/19/20,1.64,1,204
929914,Charming apartment in Old Town,5007980,Lynn,Lincoln Park,41.91316,-87.63813,Entire home/apt,115,2,311,9/7/20,3.42,1,254
931105,Modern Guest Bedroom Room in Designers House,5015135,Samantha,East Garfield Park,41.88449,-87.69659,Private room,101,3,23,11/2/18,0.26,1,362
960326,Stay in a Designer Penthouse with Art Gallery,5228189,Matthew,West Town,41.89505,-87.65449,Entire home/apt,146,1,274,9/6/20,3.08,14,345
979926,"Huge Victorian near Loyola, Lake #2",5076708,Lois And Eduardo,Rogers Park,42.00623,-87.66794,Private room,69,2,240,2/16/20,2.67,4,264
979942,"Huge Victorian near Loyola, Lake #3",5076708,Lois And Eduardo,Rogers Park,42.00426,-87.66693,Private room,69,2,233,2/23/20,2.57,4,264
983640,Huge Victorian near Loyola 2bd Apt,5076708,Lois And Eduardo,Rogers Park,42.00381,-87.67082,Entire home/apt,169,2,176,2/17/20,1.98,4,263
1020810,Beautiful Condo in Chicago,3843347,Andrea,Near North Side,41.8943,-87.62609,Entire home/apt,85,30,30,4/6/20,0.33,3,310
1027405,Chicago Women's Residence/ Paris Rm,5654677,Urban Art,North Lawndale,41.85432,-87.70769,Private room,45,2,6,7/31/16,0.09,4,88
1027463,Chicago Women's ResidenceFlorenceRm,5654677,Urban Art,North Lawndale,41.85423,-87.70784,Private room,45,2,10,10/24/19,0.16,4,89
1056430,Charming space in Boystown/Lakeview,5830215,Albert And Antonio,Lake View,41.94376,-87.65164,Private room,79,2,320,3/15/20,3.53,1,355
1080532,Mid-Century mdn twnhs in Lakview,1838943,Sunnie/Randolph,Lake View,41.93396,-87.64108,Entire home/apt,130,6,29,10/18/19,0.33,2,119
1083987,MODERN LOFT Downtown by McCormick w/KING BED WiFi,3965428,Rob,Near South Side,41.85278,-87.62453,Entire home/apt,21,30,22,8/3/20,0.25,73,218
1096191,Studio at the Lake,6023157,Nataliya,Uptown,41.97271,-87.65236,Entire home/apt,55,30,46,7/31/20,0.51,1,216
1142328,HUGE West Loop Artist Loft,6264764,Jeff And Jennifer,Near West Side,41.88387,-87.65107,Private room,110,3,71,3/4/17,0.79,2,362
1171860,"Lincoln Park Studio, Great Value!",2658212,James,Lincoln Park,41.92628,-87.64026,Entire home/apt,99,30,541,7/29/20,6.16,4,96
1183249,"Boystown Studio, Outstanding Value!",2658212,James,Lake View,41.9395,-87.64483,Entire home/apt,99,26,504,7/24/20,5.67,4,31
1185749,3 Bedroom Charming Vintage Hideaway,1664593,Matt & Christy,Near West Side,41.87086,-87.68305,Entire home/apt,80,30,314,3/14/20,3.53,1,117
1195259,Wicker Park - Garden At The Heart of It All,2899484,Jason,West Town,41.91095,-87.67783,Entire home/apt,141,4,181,7/13/20,2.04,2,353
1225964,Chicago 10 Minutes to MAG MILE!,6687262,Sharon,Lake View,41.93804,-87.64134,Private room,70,2,9,5/5/14,0.1,1,358
1249397,Spacious 3BD Home in Ravenswood,6808293,Jon,Lincoln Square,41.97009,-87.67423,Entire home/apt,130,1,11,11/30/19,0.13,2,82
1278457,Jumbo 4br in the Wicker/Ukranian,370619,Drew,West Town,41.90439,-87.68212,Entire home/apt,225,7,22,1/4/18,0.27,1,346
1304049,Private room near UIC Medical Dist.,7089017,Sharon,Near West Side,41.8719,-87.68486,Private room,103,1,103,10/23/19,1.2,1,365
1321332,Lincoln Park Single Family Home,946954,Jeff,Lincoln Park,41.92913,-87.66921,Entire home/apt,511,2,77,8/10/20,0.91,1,102
1325769,Historic Walk-Up; Safe Area & Close to EVERYTHING,7195599,Kelly,Lincoln Park,41.91355,-87.63675,Private room,110,1,23,6/30/19,0.26,1,89
1356190,Logan Square Vintage Deluxe Suite,3069675,Gabrielle,Logan Square,41.92083,-87.68896,Private room,85,3,305,7/6/20,3.57,1,325
1361421,Wrigley Hostel - Queen Bed Room,7391164,Wrigley Hostel,Lake View,41.9459,-87.65461,Hotel room,105,1,33,8/7/20,0.41,5,365
1369384,Private bed & bath w/garage parking,7385510,Anna,Irving Park,41.95564,-87.71154,Private room,61,2,125,11/25/18,1.44,1,286
1392594,"Bright open house, garden & deck",7528098,Eileen,Uptown,41.96952,-87.67239,Entire home/apt,168,3,24,9/16/19,0.28,1,341
1428024,Cozy room in Charming Apartment,4509503,Jessica,West Town,41.91079,-87.68746,Private room,39,2,85,9/5/20,1,1,114
1428589,Field Museum Experience at Ellis Place,2465946,Becky & John,Oakland,41.82781,-87.60523,Private room,53,1,276,8/9/20,3.18,4,363
1434078,Trendy Downtown 2 Bedroom,5402236,Casey,Lincoln Park,41.92989,-87.64103,Entire home/apt,346,12,14,5/24/19,0.18,3,362
1468342,Quaint Serenity in Bronzeville,4081052,Suzetta,Grand Boulevard,41.81266,-87.61586,Private room,55,2,123,2/16/20,1.42,1,364
1475647,01b. Twin bed in Shared Foster Cat Room,2907254,Joe,West Ridge,42.01653,-87.68788,Shared room,21,1,99,8/30/20,1.14,8,153
1502674,The Biddle House (#2),33004,At Home Inn,Lincoln Park,41.91307,-87.64012,Entire home/apt,105,4,37,7/31/20,0.43,9,307
1502700,The Biddle House (WHOLE HOUSE),33004,At Home Inn,Lincoln Park,41.91406,-87.63934,Entire home/apt,401,4,16,9/2/19,0.21,9,328
1516154,Best Location Millennium Park Extended Stay POOL,3965428,Rob,Loop,41.88642,-87.61695,Entire home/apt,60,31,18,8/16/15,0.21,73,365
1541692,Private room in Chicago,8217410,Aisha & Antonio,Oakland,41.82936,-87.6048,Private room,55,3,94,11/21/19,1.23,1,294
1554433,Charming Home in Chicago,6088938,Eric,Beverly,41.71348,-87.67195,Private room,49,2,166,9/7/20,1.93,1,364
1573401,Spacious & serene in hip spot. Sleeps 4.,8186262,April,Lower West Side,41.85763,-87.66236,Private room,58,2,187,3/29/20,5.73,2,1
1584422,Magic Factory Lofts  - Not your typical Airbnb,2810938,Carole & Basil,Near North Side,41.90607,-87.6488,Entire home/apt,212,3,26,3/16/20,0.3,2,344
1584509,The Historic Florsheim Mansion,8442094,Russ,Near North Side,41.90697,-87.62941,Entire home/apt,354,2,54,5/21/20,0.66,1,351
1587078,Gorgeous Apartment in Bucktown,4908881,Irena & Martin,Logan Square,41.91638,-87.68422,Entire home/apt,149,2,293,3/16/20,3.41,4,232
1591370,Private Northside Chicago Apt Near Beach & Transit,8489460,Holly + Mark,Rogers Park,42.01114,-87.67634,Entire home/apt,96,2,99,9/12/20,1.16,1,359
1614802,Lincoln Park/De Paul area.,8595700,Carin,Lake View,41.93455,-87.66141,Private room,64,4,274,8/27/20,3.5,1,346
1623463,East Pilsen,8463536,Maximiliano,Lower West Side,41.859,-87.6462,Entire home/apt,149,2,40,3/1/20,0.97,1,77
1641601,Private Nook in Leafy Andersonville,8626951,CC & Tun,Uptown,41.97282,-87.67257,Private room,70,4,275,3/14/20,3.22,1,260
1648786,Quiet Rooms2 in Quiet Neighborhood,1426804,Afri,Chatham,41.72836,-87.6136,Private room,32,2,84,3/14/20,0.98,1,264
1663673,iKlektik House // Cardinal,8813383,Mindy + Tony,West Town,41.89322,-87.68572,Entire home/apt,92,2,320,9/9/20,3.93,4,159
1668481,Cozy 2BR Apt - Humboldt Park,531832,Evan,West Town,41.89665,-87.69719,Entire home/apt,76,44,111,6/21/20,1.91,1,271
1672647,Victorian greystone near Loyola U!,2707385,Caitlin & Lisa,Rogers Park,41.99892,-87.67322,Entire home/apt,120,3,230,9/6/20,2.71,1,277
1678422,Room in Penthouse in Lakeview,8852597,Hector,Lake View,41.93465,-87.65754,Private room,75,2,28,10/1/19,0.33,3,89
1721045,*Recent Price Drop! Superb location!,2885441,Tracy,West Town,41.89003,-87.66254,Private room,71,1,96,8/3/20,1.14,6,263
1732652,LUX Condo Downtown BEST LOCATION ON MAG MILE AVE,3965428,Rob,Near North Side,41.89232,-87.62369,Entire home/apt,153,32,7,9/8/14,0.08,73,365
1746734,Spacious Stylish One Bedroom Apt In HydePark,9192868,Rebecca,Hyde Park,41.79984,-87.59465,Entire home/apt,69,2,338,5/25/20,4.01,1,124
1755737,"Lake View 2BR/2Bath w/ Pool, Gym. Annual lease.",9233414,Ravi,Lake View,41.94036,-87.64068,Entire home/apt,155,365,0,,,1,363
1759389,Casa Corazón (W) near Rush / UIC,1559157,Amanda,Lower West Side,41.84801,-87.68127,Private room,70,2,120,3/31/20,1.42,3,355
1810118,LARGE Private 1BR/Full Bath near U of Chicago,9483312,Ryan,Woodlawn,41.77892,-87.59886,Private room,59,5,330,8/6/20,4.11,1,88
1837153,Musician's Quarters,9601147,Chester,Hyde Park,41.79963,-87.59477,Entire home/apt,115,3,46,9/7/20,0.56,1,360
1852665,BIG LOFT Location RIVER WEST Brick,3965428,Rob,Near West Side,41.88575,-87.65052,Entire home/apt,140,60,0,,,73,365
1854000,Elegant Lakefront Near Wrigley Field Lake Michigan,9471604,James,Lincoln Park,41.93283,-87.64315,Entire home/apt,182,1,152,4/12/20,1.86,1,365
1900901,"Delightful Bedroom in vintage home,  Rogers Park",2453507,Estelle,Rogers Park,42.004,-87.67503,Private room,81,3,27,9/3/17,0.35,3,364
1921670,The Hideout,9959757,Jedidiah,Avondale,41.94663,-87.70783,Entire home/apt,49,2,242,9/1/20,3.55,4,278
1944802,High Floor South Loop GYM POOL,3965428,Rob,Near South Side,41.85453,-87.62052,Entire home/apt,200,60,14,10/15/16,0.18,73,365
1954633,Lincoln Park/DePaul  - Private room & bathroom,3217364,Mary Kay,Lincoln Park,41.93101,-87.65878,Private room,107,1,183,9/6/20,2.36,1,354
1960332,Admire Colorful Art at an Eclectic Wrigleyville Home,10129776,Teri,Lake View,41.94432,-87.65988,Entire home/apt,349,1,12,4/5/20,0.45,6,337
1964520,Nowhere Will You Feel More at Home,10129776,Teri,Lake View,41.94993,-87.66173,Entire home/apt,249,3,31,8/10/20,0.74,6,296
1965410,Wrigleyville Gem-Eclectic Artsy Style You'll Love!,10129776,Teri,Lake View,41.94943,-87.66129,Entire home/apt,349,2,36,8/23/20,0.69,6,282
2011301,Bucktown - Great Northside Location,5166793,Carrie & Brad,Logan Square,41.92118,-87.68678,Private room,75,1,198,3/15/20,2.4,2,89
2012443,Great space in hip neighborhood!,7245979,Jason,West Town,41.89278,-87.66131,Private room,36,3,188,3/18/20,2.47,1,136
2041545,"1BR, Downtown, 1 block to Michigan",4154580,Tiffani,Near North Side,41.89975,-87.62785,Entire home/apt,150,5,34,9/7/18,0.43,1,70
2051690,Extra Bedroom with private entrance,10514167,Mona,West Ridge,41.98864,-87.69345,Private room,45,30,23,8/15/20,0.29,2,316
2062638,Downtown Urban Oasis 3BR + Huge Deck & Parking!,1876597,The Adventurers,West Town,41.8967,-87.65734,Entire home/apt,175,2,147,9/13/20,1.79,2,351
2075573,Water Tower Experience at Ellis Place,2465946,Becky & John,Oakland,41.82926,-87.60859,Private room,63,1,208,8/3/20,2.53,4,361
2103986,Mid-Century Townhouse in Lakeview,1838943,Sunnie/Randolph,Lake View,41.93395,-87.63923,Private room,75,1,137,2/8/20,1.77,2,188
2139407,Urban Farm Fun!  Walk to Metra/CTA,10917550,Nicky,East Garfield Park,41.88745,-87.70784,Entire home/apt,81,1,424,9/7/20,5.2,5,343
2163634,Bright Spacious 2 BR,223896,Stephanie,Norwood Park,41.99462,-87.7795,Entire home/apt,95,1,173,3/23/20,2.24,1,318
2189522,Casa Corazón (E) near Rush / UIC,1559157,Amanda,Lower West Side,41.84828,-87.68021,Private room,70,2,139,2/16/20,1.76,3,361
2227179,Ukrainian Village Apartment,11365636,Christiane & Anders,West Town,41.89984,-87.6764,Entire home/apt,100,5,46,10/14/19,0.57,1,78
2243248,Gorgeous Sunny 2 Bedroom Apt!,11457398,Hannah (& Devin),Logan Square,41.9206,-87.67726,Entire home/apt,125,32,52,3/21/16,0.65,2,173
2261568,Unique 3Bedroom Penthouse,4525503,Nejla Yatkin And Enki,Lincoln Park,41.91944,-87.65894,Entire home/apt,140,365,2,8/2/14,0.03,2,263
2298310,"Hyde Park / Kenwood, U of Chicago. Free bike.",1385332,Patt,Kenwood,41.80379,-87.60386,Private room,42,2,21,2/29/20,0.27,12,109
2305194,Wrigley Hostel - 4 Bed Private Room,7391164,Wrigley Hostel,Lake View,41.94594,-87.65431,Hotel room,108,1,53,8/9/20,0.68,5,364
2305230,Wrigley Hostel - 10 Bed Shared Room,7391164,Wrigley Hostel,Lake View,41.94594,-87.65431,Hotel room,30,1,311,3/12/20,4.43,5,294
2396340,"Unique, Handcrafted Art Gallery Condo in River West Chicago",5228189,Matthew,West Town,41.89648,-87.65651,Entire home/apt,154,1,364,9/6/20,4.59,14,347
2429295,Old school Chicago apartment,12416635,David,Near West Side,41.86756,-87.68662,Private room,81,1,51,3/23/20,0.66,3,324
2453598,FULTON/RIVER NORTH MODERN LUXURY STUDIO,3965428,Rob,Near West Side,41.8877,-87.64276,Entire home/apt,150,60,7,5/29/18,0.09,73,365
2458029,2nd bedroom for rent,12568368,Deirdre,Lake View,41.93501,-87.64819,Private room,113,1,15,8/11/20,0.2,1,254
2459132,Conveniently Located!,12059561,Rick,Portage Park,41.96703,-87.75087,Private room,175,2,67,5/21/17,0.87,1,363
2473938,Art studio + house in one,12653262,Stephanie,Lower West Side,41.85105,-87.67942,Private room,60,30,128,11/11/19,1.61,2,78
2479175,Cozy Garden-Subterranean Apartment,12681444,Jenny,Lincoln Square,41.96293,-87.69358,Entire home/apt,80,2,175,9/7/20,2.24,1,122
2487272,U of C Hospital/Campus Rooms,12728248,Judy,Hyde Park,41.79667,-87.58998,Private room,65,10,3,7/30/19,0.11,2,89
2496594,Chicago MostWanted LOCATION Mag Mil,3965428,Rob,Near North Side,41.89009,-87.62304,Entire home/apt,140,31,4,11/5/14,0.05,73,365
2499596,Vintage Apartment in the Heart of the Ukrainian Village,2768314,Jason,West Town,41.90006,-87.68096,Entire home/apt,69,5,153,8/4/20,1.93,1,35
2510602,2 bedroom MAG MIL Roof Top Hot Tub,3965428,Rob,Near North Side,41.89076,-87.62277,Entire home/apt,225,31,4,5/25/15,0.06,73,365
2512247,Furnished Gold Coast studio #402,2153,Linda,Near North Side,41.90143,-87.63273,Entire home/apt,48,30,4,12/8/19,0.05,2,7
2512850,The Green Room In Andersonville,9313520,Taylor,Uptown,41.97487,-87.67027,Private room,48,2,285,9/4/20,3.69,1,360
2515629,Cool United Center and Rush Medical District Space,12877384,Tanya,East Garfield Park,41.88342,-87.69618,Private room,30,3,128,2/22/20,1.7,2,167
2519442,"Warm Cozy Guest Suite, Private Bath",7858620,Cynthia,Washington Park,41.79599,-87.62355,Private room,80,2,82,2/16/20,1.05,1,364
2543231,Private room near Downtown,2850286,Amado,Lower West Side,41.8579,-87.65104,Private room,65,2,220,3/15/20,2.79,1,89
2564678,Chicago Women's Residence/Cowgirls,5654677,Urban Art,North Lawndale,41.85448,-87.70787,Private room,45,2,6,10/13/19,0.09,4,179
2570620,"Basement Studio w/Free St. Parking, Humboldt Park",1214607,Coral,Humboldt Park,41.89826,-87.70336,Entire home/apt,45,1,552,9/19/20,7.16,2,147
2583929,Next to McCormick Desk WIFI w/ KING BED +Laundry,3965428,Rob,Near South Side,41.8537,-87.62338,Entire home/apt,120,60,16,6/2/18,0.21,73,365
2585378,Prime Wicker Park spot+big apartment+free parking,13237444,Ryan,West Town,41.90772,-87.68121,Entire home/apt,93,40,20,10/21/19,0.42,1,245
2604345,Hyde Park / Kenwood. U of Chicago & Hospital.,1385332,Patt,Kenwood,41.80458,-87.60508,Private room,35,20,25,1/21/20,0.32,12,364
